,time,channel1,channel2,channel3,channel4,channel5,channel6,channel7,channel8,class
12356,13010,0.00013,0.00021,-6e-05,0.0001,0,0.00021,7e-05,5e-05,4
12357,13011,0.00013,0.00021,-6e-05,0.0001,0,0.00021,7e-05,5e-05,4
12358,13012,0.00013,0.00021,-6e-05,0.0001,0,0.00021,7e-05,5e-05,4
12359,13013,0.00013,0.00021,-6e-05,0.0001,0,0.00021,7e-05,5e-05,4
12360,13014,0.00013,0.00021,-6e-05,0.0001,0,0.00021,7e-05,5e-05,4
12361,13015,0.00013,0.00021,-6e-05,0.0001,0,0.00021,7e-05,5e-05,4
12362,13016,0.00013,0.00021,-6e-05,0.0001,0,0.00021,7e-05,5e-05,4
12363,13017,0.00013,0.00021,-6e-05,0.0001,0,0.00021,7e-05,5e-05,4
12364,13018,0.00013,0.00021,-6e-05,0.0001,0,0.00021,7e-05,5e-05,4
12365,13019,0.00013,0.00021,-6e-05,0.0001,0,0.00021,7e-05,5e-05,4
12366,13020,0.00013,0.00021,-6e-05,0.0001,0,0.00021,7e-05,5e-05,4
12367,13021,0.00013,0.00021,-6e-05,0.0001,0,0.00021,7e-05,5e-05,4
12368,13022,0.00013,0.00021,-6e-05,0.0001,0,0.00021,7e-05,5e-05,4
12369,13023,0.00013,0.00021,-6e-05,0.0001,0,0.00021,7e-05,5e-05,4
12370,13024,0.00013,0.00021,-6e-05,0.0001,0,0.00021,7e-05,5e-05,4
12371,13025,5e-05,9e-05,0.00013,-0.00021,-0.00038,5e-05,9e-05,0.00024,4
12372,13026,5e-05,9e-05,0.00013,-0.00021,-0.00038,5e-05,9e-05,0.00024,4
12373,13027,5e-05,9e-05,0.00013,-0.00021,-0.00038,5e-05,9e-05,0.00024,4
12374,13028,5e-05,9e-05,0.00013,-0.00021,-0.00038,5e-05,9e-05,0.00024,4
12375,13029,5e-05,9e-05,0.00013,-0.00021,-0.00038,5e-05,9e-05,0.00024,4
12376,13030,5e-05,9e-05,0.00013,-0.00021,-0.00038,5e-05,9e-05,0.00024,4
12377,13031,5e-05,9e-05,0.00013,-0.00021,-0.00038,5e-05,9e-05,0.00024,4
12378,13032,5e-05,9e-05,0.00013,-0.00021,-0.00038,5e-05,9e-05,0.00024,4
12379,13033,5e-05,9e-05,0.00013,-0.00021,-0.00038,5e-05,9e-05,0.00024,4
12380,13034,5e-05,9e-05,0.00013,-0.00021,-0.00038,5e-05,9e-05,0.00024,4
12381,13035,5e-05,9e-05,0.00013,-0.00021,-0.00038,5e-05,9e-05,0.00024,4
12382,13036,5e-05,9e-05,0.00013,-0.00021,-0.00038,5e-05,9e-05,0.00024,4
12383,13038,5e-05,9e-05,0.00013,-0.00021,-0.00038,5e-05,9e-05,0.00024,4
12384,13039,5e-05,9e-05,0.00013,-0.00021,-0.00038,5e-05,9e-05,0.00024,4
12385,13040,5e-05,9e-05,0.00013,-0.00021,-0.00038,5e-05,9e-05,0.00024,4
12386,13041,5e-05,9e-05,0.00013,-0.00021,-0.00038,5e-05,9e-05,0.00024,4
12387,13042,5e-05,9e-05,0.00013,-0.00021,-0.00038,5e-05,9e-05,0.00024,4
12388,13043,5e-05,9e-05,0.00013,-0.00021,-0.00038,5e-05,9e-05,0.00024,4
12389,13044,5e-05,9e-05,0.00013,-0.00021,-0.00038,5e-05,9e-05,0.00024,4
12390,13045,5e-05,9e-05,0.00013,-0.00021,-0.00038,5e-05,9e-05,0.00024,4
12391,13046,5e-05,9e-05,0.00013,-0.00021,-0.00038,5e-05,9e-05,0.00024,4
12392,13047,0,1e-05,-4e-05,3e-05,0.00073,6e-05,-0.00015,8e-05,4
12393,13048,4e-05,4e-05,-2e-05,-0.0002,0.00064,0.00084,7e-05,-0.00016,4
12394,13049,4e-05,4e-05,-2e-05,-0.0002,0.00064,0.00084,7e-05,-0.00016,4
12395,13050,4e-05,4e-05,-2e-05,-0.0002,0.00064,0.00084,7e-05,-0.00016,4
12396,13051,4e-05,4e-05,-2e-05,-0.0002,0.00064,0.00084,7e-05,-0.00016,4
12397,13052,4e-05,4e-05,-2e-05,-0.0002,0.00064,0.00084,7e-05,-0.00016,4
12398,13053,4e-05,4e-05,-2e-05,-0.0002,0.00064,0.00084,7e-05,-0.00016,4
12399,13054,4e-05,4e-05,-2e-05,-0.0002,0.00064,0.00084,7e-05,-0.00016,4
12400,13055,4e-05,4e-05,-2e-05,-0.0002,0.00064,0.00084,7e-05,-0.00016,4
12401,13056,4e-05,4e-05,-2e-05,-0.0002,0.00064,0.00084,7e-05,-0.00016,4
12402,13057,4e-05,4e-05,-2e-05,-0.0002,0.00064,0.00084,7e-05,-0.00016,4
12403,13058,4e-05,4e-05,-2e-05,-0.0002,0.00064,0.00084,7e-05,-0.00016,4
12404,13059,4e-05,4e-05,-2e-05,-0.0002,0.00064,0.00084,7e-05,-0.00016,4
12405,13060,4e-05,4e-05,-2e-05,-0.0002,0.00064,0.00084,7e-05,-0.00016,4
12406,13061,4e-05,-6e-05,-8e-05,0.00011,0.00043,-4e-05,-3e-05,0.00019,4
12407,13062,4e-05,-6e-05,-8e-05,0.00011,0.00043,-4e-05,-3e-05,0.00019,4
12408,13063,4e-05,-6e-05,-8e-05,0.00011,0.00043,-4e-05,-3e-05,0.00019,4
12409,13064,4e-05,-6e-05,-8e-05,0.00011,0.00043,-4e-05,-3e-05,0.00019,4
12410,13065,4e-05,-6e-05,-8e-05,0.00011,0.00043,-4e-05,-3e-05,0.00019,4
12411,13066,4e-05,-6e-05,-8e-05,0.00011,0.00043,-4e-05,-3e-05,0.00019,4
12412,13067,4e-05,-6e-05,-8e-05,0.00011,0.00043,-4e-05,-3e-05,0.00019,4
12413,13068,4e-05,-6e-05,-8e-05,0.00011,0.00043,-4e-05,-3e-05,0.00019,4
12414,13069,4e-05,-6e-05,-8e-05,0.00011,0.00043,-4e-05,-3e-05,0.00019,4
12415,13070,-4e-05,-0.00013,3e-05,6e-05,0.00061,0.00015,0.00033,9e-05,4
12416,13071,-4e-05,-0.00013,3e-05,6e-05,0.00061,0.00015,0.00033,9e-05,4
12417,13072,-4e-05,-0.00013,3e-05,6e-05,0.00061,0.00015,0.00033,9e-05,4
12418,13073,-4e-05,-0.00013,3e-05,6e-05,0.00061,0.00015,0.00033,9e-05,4
12419,13074,-4e-05,-0.00013,3e-05,6e-05,0.00061,0.00015,0.00033,9e-05,4
12420,13075,-4e-05,-0.00013,3e-05,6e-05,0.00061,0.00015,0.00033,9e-05,4
12421,13076,-4e-05,-0.00013,3e-05,6e-05,0.00061,0.00015,0.00033,9e-05,4
12422,13077,-4e-05,-0.00013,3e-05,6e-05,0.00061,0.00015,0.00033,9e-05,4
12423,13078,-4e-05,-0.00013,3e-05,6e-05,0.00061,0.00015,0.00033,9e-05,4
12424,13079,-4e-05,-0.00013,3e-05,6e-05,0.00061,0.00015,0.00033,9e-05,4
12425,13080,-4e-05,-0.00013,3e-05,6e-05,0.00061,0.00015,0.00033,9e-05,4
12426,13081,-4e-05,-0.00013,3e-05,6e-05,0.00061,0.00015,0.00033,9e-05,4
12427,13082,-4e-05,-0.00013,3e-05,6e-05,0.00061,0.00015,0.00033,9e-05,4
12428,13083,-4e-05,-0.00013,3e-05,6e-05,0.00061,0.00015,0.00033,9e-05,4
12429,13084,-4e-05,-0.00013,3e-05,6e-05,0.00061,0.00015,0.00033,9e-05,4
12430,13085,-9e-05,-7e-05,1e-05,0.00051,0.00047,0.00031,6e-05,5e-05,4
12431,13086,-9e-05,-7e-05,1e-05,0.00051,0.00047,0.00031,6e-05,5e-05,4
12432,13088,-9e-05,-7e-05,1e-05,0.00051,0.00047,0.00031,6e-05,5e-05,4
12433,13089,-9e-05,-7e-05,1e-05,0.00051,0.00047,0.00031,6e-05,5e-05,4
12434,13090,-9e-05,-7e-05,1e-05,0.00051,0.00047,0.00031,6e-05,5e-05,4
12435,13091,-9e-05,-7e-05,1e-05,0.00051,0.00047,0.00031,6e-05,5e-05,4
12436,13092,-9e-05,-7e-05,1e-05,0.00051,0.00047,0.00031,6e-05,5e-05,4
12437,13093,-9e-05,-7e-05,1e-05,0.00051,0.00047,0.00031,6e-05,5e-05,4
12438,13094,-9e-05,-7e-05,1e-05,0.00051,0.00047,0.00031,6e-05,5e-05,4
12439,13095,-9e-05,-7e-05,1e-05,0.00051,0.00047,0.00031,6e-05,5e-05,4
12440,13096,-9e-05,-7e-05,1e-05,0.00051,0.00047,0.00031,6e-05,5e-05,4
12441,13097,-9e-05,-7e-05,1e-05,0.00051,0.00047,0.00031,6e-05,5e-05,4
12442,13098,-9e-05,-7e-05,1e-05,0.00051,0.00047,0.00031,6e-05,5e-05,4
12443,13099,-9e-05,-7e-05,1e-05,0.00051,0.00047,0.00031,6e-05,5e-05,4
12444,13100,-9e-05,-7e-05,1e-05,0.00051,0.00047,0.00031,6e-05,5e-05,4
12445,13101,-9e-05,-7e-05,1e-05,0.00051,0.00047,0.00031,6e-05,5e-05,4
12446,13102,-9e-05,-7e-05,1e-05,0.00051,0.00047,0.00031,6e-05,5e-05,4
12447,13103,-9e-05,-7e-05,1e-05,0.00051,0.00047,0.00031,6e-05,5e-05,4
12448,13104,-9e-05,-7e-05,1e-05,0.00051,0.00047,0.00031,6e-05,5e-05,4
12449,13105,-9e-05,-7e-05,1e-05,0.00051,0.00047,0.00031,6e-05,5e-05,4
12450,13106,-9e-05,-7e-05,1e-05,0.00051,0.00047,0.00031,6e-05,5e-05,4
12451,13107,-9e-05,-7e-05,1e-05,0.00051,0.00047,0.00031,6e-05,5e-05,4
12452,13108,4e-05,6e-05,5e-05,-0.00056,-0.00014,5e-05,0.00028,0,4
12453,13109,4e-05,6e-05,5e-05,-0.00056,-0.00014,5e-05,0.00028,0,4
12454,13110,4e-05,6e-05,5e-05,-0.00056,-0.00014,5e-05,0.00028,0,4
12455,13111,4e-05,6e-05,5e-05,-0.00056,-0.00014,5e-05,0.00028,0,4
12456,13112,4e-05,6e-05,5e-05,-0.00056,-0.00014,5e-05,0.00028,0,4
12457,13113,4e-05,6e-05,5e-05,-0.00056,-0.00014,5e-05,0.00028,0,4
12458,13114,4e-05,6e-05,5e-05,-0.00056,-0.00014,5e-05,0.00028,0,4
12459,13115,4e-05,6e-05,5e-05,-0.00056,-0.00014,5e-05,0.00028,0,4
12460,13116,4e-05,6e-05,5e-05,-0.00056,-0.00014,5e-05,0.00028,0,4
12461,13117,4e-05,6e-05,5e-05,-0.00056,-0.00014,5e-05,0.00028,0,4
12462,13118,4e-05,6e-05,5e-05,-0.00056,-0.00014,5e-05,0.00028,0,4
12463,13119,4e-05,6e-05,5e-05,-0.00056,-0.00014,5e-05,0.00028,0,4
12464,13120,4e-05,6e-05,5e-05,-0.00056,-0.00014,5e-05,0.00028,0,4
12465,13121,-0.00012,-0.00015,-0.00027,-0.00086,-0.00068,-0.00028,-0.00013,-0.00026,4
12466,13122,-0.00012,-0.00015,-0.00027,-0.00086,-0.00068,-0.00028,-0.00013,-0.00026,4
12467,13123,-0.00012,-0.00015,-0.00027,-0.00086,-0.00068,-0.00028,-0.00013,-0.00026,4
12468,13124,-0.00012,-0.00015,-0.00027,-0.00086,-0.00068,-0.00028,-0.00013,-0.00026,4
12469,13125,-0.00012,-0.00015,-0.00027,-0.00086,-0.00068,-0.00028,-0.00013,-0.00026,4
12470,13126,-0.00012,-0.00015,-0.00027,-0.00086,-0.00068,-0.00028,-0.00013,-0.00026,4
12471,13127,-0.00012,-0.00015,-0.00027,-0.00086,-0.00068,-0.00028,-0.00013,-0.00026,4
12472,13128,-0.00012,-0.00015,-0.00027,-0.00086,-0.00068,-0.00028,-0.00013,-0.00026,4
12473,13129,-0.00012,-0.00015,-0.00027,-0.00086,-0.00068,-0.00028,-0.00013,-0.00026,4
12474,13130,-2e-05,1e-05,-7e-05,-2e-05,-0.00052,-0.0001,-6e-05,-4e-05,4
12475,13131,-2e-05,1e-05,-7e-05,-2e-05,-0.00052,-0.0001,-6e-05,-4e-05,4
12476,13132,-2e-05,1e-05,-7e-05,-2e-05,-0.00052,-0.0001,-6e-05,-4e-05,4
12477,13133,-2e-05,1e-05,-7e-05,-2e-05,-0.00052,-0.0001,-6e-05,-4e-05,4
12478,13134,-2e-05,1e-05,-7e-05,-2e-05,-0.00052,-0.0001,-6e-05,-4e-05,4
12479,13135,-2e-05,1e-05,-7e-05,-2e-05,-0.00052,-0.0001,-6e-05,-4e-05,4
12480,13136,-2e-05,1e-05,-7e-05,-2e-05,-0.00052,-0.0001,-6e-05,-4e-05,4
12481,13138,-2e-05,1e-05,-7e-05,-2e-05,-0.00052,-0.0001,-6e-05,-4e-05,4
12482,13139,-2e-05,1e-05,-7e-05,-2e-05,-0.00052,-0.0001,-6e-05,-4e-05,4
12483,13140,-2e-05,1e-05,-7e-05,-2e-05,-0.00052,-0.0001,-6e-05,-4e-05,4
12484,13141,-2e-05,1e-05,-7e-05,-2e-05,-0.00052,-0.0001,-6e-05,-4e-05,4
12485,13142,-2e-05,1e-05,-7e-05,-2e-05,-0.00052,-0.0001,-6e-05,-4e-05,4
12486,13143,-2e-05,1e-05,-7e-05,-2e-05,-0.00052,-0.0001,-6e-05,-4e-05,4
12487,13144,-0.00014,-0.00013,-0.00014,-0.00023,0,0.00018,-0.00018,-0.00021,4
12488,13145,-7e-05,-0.00016,0,0.00065,0.00063,-0.00062,-8e-05,-7e-05,4
12489,13146,-7e-05,-0.00016,0,0.00065,0.00063,-0.00062,-8e-05,-7e-05,4
12490,13147,-7e-05,-0.00016,0,0.00065,0.00063,-0.00062,-8e-05,-7e-05,4
12491,13148,-7e-05,-0.00016,0,0.00065,0.00063,-0.00062,-8e-05,-7e-05,4
12492,13149,-7e-05,-0.00016,0,0.00065,0.00063,-0.00062,-8e-05,-7e-05,4
12493,13150,-7e-05,-0.00016,0,0.00065,0.00063,-0.00062,-8e-05,-7e-05,4
12494,13151,-7e-05,-0.00016,0,0.00065,0.00063,-0.00062,-8e-05,-7e-05,4
12495,13152,-7e-05,-0.00016,0,0.00065,0.00063,-0.00062,-8e-05,-7e-05,4
12496,13153,-7e-05,-0.00016,0,0.00065,0.00063,-0.00062,-8e-05,-7e-05,4
12497,13154,-7e-05,-0.00016,0,0.00065,0.00063,-0.00062,-8e-05,-7e-05,4
12498,13155,-7e-05,-0.00016,0,0.00065,0.00063,-0.00062,-8e-05,-7e-05,4
12499,13156,-7e-05,-0.00016,0,0.00065,0.00063,-0.00062,-8e-05,-7e-05,4
12500,13157,-7e-05,-0.00016,0,0.00065,0.00063,-0.00062,-8e-05,-7e-05,4
12501,13159,-7e-05,-0.00016,0,0.00065,0.00063,-0.00062,-8e-05,-7e-05,4
12502,13160,-7e-05,-0.00016,0,0.00065,0.00063,-0.00062,-8e-05,-7e-05,4
12503,13161,-7e-05,-0.00016,0,0.00065,0.00063,-0.00062,-8e-05,-7e-05,4
12504,13162,-7e-05,-0.00016,0,0.00065,0.00063,-0.00062,-8e-05,-7e-05,4
12505,13163,-7e-05,-0.00016,0,0.00065,0.00063,-0.00062,-8e-05,-7e-05,4
12506,13164,-7e-05,-0.00016,0,0.00065,0.00063,-0.00062,-8e-05,-7e-05,4
12507,13165,-7e-05,-0.00016,0,0.00065,0.00063,-0.00062,-8e-05,-7e-05,4
12508,13166,-7e-05,-0.00016,0,0.00065,0.00063,-0.00062,-8e-05,-7e-05,4
12509,13167,3e-05,4e-05,2e-05,8e-05,-0.00021,0.00014,0.0001,1e-05,4
12510,13168,6e-05,-3e-05,-0.00013,2e-05,-0.00031,0.00024,0.00019,0.00024,4
12511,13169,6e-05,-3e-05,-0.00013,2e-05,-0.00031,0.00024,0.00019,0.00024,4
12512,13170,6e-05,-3e-05,-0.00013,2e-05,-0.00031,0.00024,0.00019,0.00024,4
12513,13171,6e-05,-3e-05,-0.00013,2e-05,-0.00031,0.00024,0.00019,0.00024,4
12514,13172,6e-05,-3e-05,-0.00013,2e-05,-0.00031,0.00024,0.00019,0.00024,4
12515,13173,6e-05,-3e-05,-0.00013,2e-05,-0.00031,0.00024,0.00019,0.00024,4
12516,13174,6e-05,-3e-05,-0.00013,2e-05,-0.00031,0.00024,0.00019,0.00024,4
12517,13175,6e-05,-3e-05,-0.00013,2e-05,-0.00031,0.00024,0.00019,0.00024,4
12518,13176,6e-05,-3e-05,-0.00013,2e-05,-0.00031,0.00024,0.00019,0.00024,4
12519,13177,6e-05,-3e-05,-0.00013,2e-05,-0.00031,0.00024,0.00019,0.00024,4
12520,13178,6e-05,-3e-05,-0.00013,2e-05,-0.00031,0.00024,0.00019,0.00024,4
12521,13179,6e-05,-3e-05,-0.00013,2e-05,-0.00031,0.00024,0.00019,0.00024,4
12522,13180,6e-05,-3e-05,-0.00013,2e-05,-0.00031,0.00024,0.00019,0.00024,4
12523,13181,-0.00015,-0.00012,-0.00014,0.00053,0.00012,-0.00015,-0.00037,-0.00053,4
12524,13182,-0.00015,-0.00012,-0.00014,0.00053,0.00012,-0.00015,-0.00037,-0.00053,4
12525,13183,-0.00015,-0.00012,-0.00014,0.00053,0.00012,-0.00015,-0.00037,-0.00053,4
12526,13184,-0.00015,-0.00012,-0.00014,0.00053,0.00012,-0.00015,-0.00037,-0.00053,4
12527,13185,-0.00015,-0.00012,-0.00014,0.00053,0.00012,-0.00015,-0.00037,-0.00053,4
12528,13186,-0.00015,-0.00012,-0.00014,0.00053,0.00012,-0.00015,-0.00037,-0.00053,4
12529,13188,-0.00015,-0.00012,-0.00014,0.00053,0.00012,-0.00015,-0.00037,-0.00053,4
12530,13189,-0.00015,-0.00012,-0.00014,0.00053,0.00012,-0.00015,-0.00037,-0.00053,4
12531,13190,-0.00015,-0.00012,-0.00014,0.00053,0.00012,-0.00015,-0.00037,-0.00053,4
12532,13191,-0.00015,-0.00012,-0.00014,0.00053,0.00012,-0.00015,-0.00037,-0.00053,4
12533,13192,0.00026,0.00042,0.00015,-0.00026,-0.00033,0.00012,5e-05,0.00016,4
12534,13193,0.00026,0.00042,0.00015,-0.00026,-0.00033,0.00012,5e-05,0.00016,4
12535,13194,0.00026,0.00042,0.00015,-0.00026,-0.00033,0.00012,5e-05,0.00016,4
12536,13195,0.00026,0.00042,0.00015,-0.00026,-0.00033,0.00012,5e-05,0.00016,4
12537,13196,0.00026,0.00042,0.00015,-0.00026,-0.00033,0.00012,5e-05,0.00016,4
12538,13197,0.00026,0.00042,0.00015,-0.00026,-0.00033,0.00012,5e-05,0.00016,4
12539,13198,0.00026,0.00042,0.00015,-0.00026,-0.00033,0.00012,5e-05,0.00016,4
12540,13199,0.00026,0.00042,0.00015,-0.00026,-0.00033,0.00012,5e-05,0.00016,4
12541,13200,0.00026,0.00042,0.00015,-0.00026,-0.00033,0.00012,5e-05,0.00016,4
12542,13201,0.00026,0.00042,0.00015,-0.00026,-0.00033,0.00012,5e-05,0.00016,4
12543,13202,0.00026,0.00042,0.00015,-0.00026,-0.00033,0.00012,5e-05,0.00016,4
12544,13203,0.00026,0.00042,0.00015,-0.00026,-0.00033,0.00012,5e-05,0.00016,4
12545,13204,0.00026,0.00042,0.00015,-0.00026,-0.00033,0.00012,5e-05,0.00016,4
12546,13205,-6e-05,-6e-05,4e-05,0.00099,0.00081,-0.00032,0.0001,0.00021,4
12547,13206,-6e-05,-6e-05,4e-05,0.00099,0.00081,-0.00032,0.0001,0.00021,4
12548,13208,-6e-05,-6e-05,4e-05,0.00099,0.00081,-0.00032,0.0001,0.00021,4
12549,13209,-6e-05,-6e-05,4e-05,0.00099,0.00081,-0.00032,0.0001,0.00021,4
12550,13210,-6e-05,-6e-05,4e-05,0.00099,0.00081,-0.00032,0.0001,0.00021,4
12551,13211,-6e-05,-6e-05,4e-05,0.00099,0.00081,-0.00032,0.0001,0.00021,4
12552,13212,-6e-05,-6e-05,4e-05,0.00099,0.00081,-0.00032,0.0001,0.00021,4
12553,13213,-6e-05,-6e-05,4e-05,0.00099,0.00081,-0.00032,0.0001,0.00021,4
12554,13214,-6e-05,-6e-05,4e-05,0.00099,0.00081,-0.00032,0.0001,0.00021,4
12555,13215,-6e-05,-6e-05,4e-05,0.00099,0.00081,-0.00032,0.0001,0.00021,4
12556,13216,-6e-05,-6e-05,4e-05,0.00099,0.00081,-0.00032,0.0001,0.00021,4
12557,13217,-6e-05,-6e-05,4e-05,0.00099,0.00081,-0.00032,0.0001,0.00021,4
12558,13218,-6e-05,-6e-05,4e-05,0.00099,0.00081,-0.00032,0.0001,0.00021,4
12559,13219,-6e-05,-6e-05,4e-05,0.00099,0.00081,-0.00032,0.0001,0.00021,4
12560,13220,-6e-05,-6e-05,4e-05,0.00099,0.00081,-0.00032,0.0001,0.00021,4
12561,13221,-6e-05,-6e-05,4e-05,0.00099,0.00081,-0.00032,0.0001,0.00021,4
12562,13222,-6e-05,-6e-05,4e-05,0.00099,0.00081,-0.00032,0.0001,0.00021,4
12563,13223,-6e-05,-6e-05,4e-05,0.00099,0.00081,-0.00032,0.0001,0.00021,4
12564,13224,-6e-05,-6e-05,4e-05,0.00099,0.00081,-0.00032,0.0001,0.00021,4
12565,13225,-6e-05,-6e-05,4e-05,0.00099,0.00081,-0.00032,0.0001,0.00021,4
12566,13226,-6e-05,-6e-05,4e-05,0.00099,0.00081,-0.00032,0.0001,0.00021,4
12567,13227,0.00022,0.00023,8e-05,-0.00057,-0.00102,0.0003,0.00022,0.00039,4
12568,13228,0.00011,0.00013,0.00031,0.00087,8e-05,-4e-05,-6e-05,1e-05,4
12569,13229,0.00011,0.00013,0.00031,0.00087,8e-05,-4e-05,-6e-05,1e-05,4
12570,13230,0.00011,0.00013,0.00031,0.00087,8e-05,-4e-05,-6e-05,1e-05,4
12571,13231,0.00011,0.00013,0.00031,0.00087,8e-05,-4e-05,-6e-05,1e-05,4
12572,13232,0.00011,0.00013,0.00031,0.00087,8e-05,-4e-05,-6e-05,1e-05,4
12573,13233,0.00011,0.00013,0.00031,0.00087,8e-05,-4e-05,-6e-05,1e-05,4
12574,13234,0.00011,0.00013,0.00031,0.00087,8e-05,-4e-05,-6e-05,1e-05,4
12575,13235,0.00011,0.00013,0.00031,0.00087,8e-05,-4e-05,-6e-05,1e-05,4
12576,13236,0.00011,0.00013,0.00031,0.00087,8e-05,-4e-05,-6e-05,1e-05,4
12577,13238,0.00011,0.00013,0.00031,0.00087,8e-05,-4e-05,-6e-05,1e-05,4
12578,13239,0.00011,0.00013,0.00031,0.00087,8e-05,-4e-05,-6e-05,1e-05,4
12579,13240,0.00011,0.00013,0.00031,0.00087,8e-05,-4e-05,-6e-05,1e-05,4
12580,13241,-0.0001,-0.00018,-0.00024,-0.00077,-0.00051,-6e-05,0.00011,-3e-05,4
12581,13242,-0.00015,-0.00015,-4e-05,0.00111,0.00056,-0.00015,-0.00029,-0.00024,4
12582,13243,-0.00015,-0.00015,-4e-05,0.00111,0.00056,-0.00015,-0.00029,-0.00024,4
12583,13244,-0.00015,-0.00015,-4e-05,0.00111,0.00056,-0.00015,-0.00029,-0.00024,4
12584,13245,-0.00015,-0.00015,-4e-05,0.00111,0.00056,-0.00015,-0.00029,-0.00024,4
12585,13246,-0.00015,-0.00015,-4e-05,0.00111,0.00056,-0.00015,-0.00029,-0.00024,4
12586,13247,-0.00015,-0.00015,-4e-05,0.00111,0.00056,-0.00015,-0.00029,-0.00024,4
12587,13248,-0.00015,-0.00015,-4e-05,0.00111,0.00056,-0.00015,-0.00029,-0.00024,4
12588,13249,0.00016,0.00013,5e-05,-0.00056,-0.00092,-0.00021,0.00014,0.00053,4
12589,13250,-6e-05,0,-8e-05,-8e-05,0.00031,0.00027,-4e-05,-0.00028,4
12590,13251,-6e-05,0,-8e-05,-8e-05,0.00031,0.00027,-4e-05,-0.00028,4
12591,13252,-6e-05,0,-8e-05,-8e-05,0.00031,0.00027,-4e-05,-0.00028,4
12592,13253,-6e-05,0,-8e-05,-8e-05,0.00031,0.00027,-4e-05,-0.00028,4
12593,13255,-6e-05,0,-8e-05,-8e-05,0.00031,0.00027,-4e-05,-0.00028,4
12594,13256,-6e-05,0,-8e-05,-8e-05,0.00031,0.00027,-4e-05,-0.00028,4
12595,13257,-6e-05,0,-8e-05,-8e-05,0.00031,0.00027,-4e-05,-0.00028,4
12596,13258,-6e-05,0,-8e-05,-8e-05,0.00031,0.00027,-4e-05,-0.00028,4
12597,13259,-6e-05,0,-8e-05,-8e-05,0.00031,0.00027,-4e-05,-0.00028,4
12598,13260,-6e-05,0,-8e-05,-8e-05,0.00031,0.00027,-4e-05,-0.00028,4
12599,13261,-6e-05,0,-8e-05,-8e-05,0.00031,0.00027,-4e-05,-0.00028,4
12600,13262,-6e-05,0,-8e-05,-8e-05,0.00031,0.00027,-4e-05,-0.00028,4
12601,13263,-6e-05,0,-8e-05,-8e-05,0.00031,0.00027,-4e-05,-0.00028,4
12602,13264,-6e-05,2e-05,0.00011,0.00046,-0.00026,-0.00019,0.00021,0.00011,4
12603,13265,-8e-05,-0.0001,1e-05,-0.00029,0.00022,-0.0003,0.00017,-0.00014,4
12604,13266,-8e-05,-0.0001,1e-05,-0.00029,0.00022,-0.0003,0.00017,-0.00014,4
12605,13267,-8e-05,-0.0001,1e-05,-0.00029,0.00022,-0.0003,0.00017,-0.00014,4
12606,13268,-8e-05,-0.0001,1e-05,-0.00029,0.00022,-0.0003,0.00017,-0.00014,4
12607,13269,-8e-05,-0.0001,1e-05,-0.00029,0.00022,-0.0003,0.00017,-0.00014,4
12608,13270,-8e-05,-0.0001,1e-05,-0.00029,0.00022,-0.0003,0.00017,-0.00014,4
12609,13271,-8e-05,-0.0001,1e-05,-0.00029,0.00022,-0.0003,0.00017,-0.00014,4
12610,13272,-8e-05,-0.0001,1e-05,-0.00029,0.00022,-0.0003,0.00017,-0.00014,4
12611,13273,-8e-05,-0.0001,1e-05,-0.00029,0.00022,-0.0003,0.00017,-0.00014,4
12612,13274,-8e-05,-0.0001,1e-05,-0.00029,0.00022,-0.0003,0.00017,-0.00014,4
12613,13275,-8e-05,-0.0001,1e-05,-0.00029,0.00022,-0.0003,0.00017,-0.00014,4
12614,13276,-8e-05,-0.0001,1e-05,-0.00029,0.00022,-0.0003,0.00017,-0.00014,4
12615,13277,-8e-05,-0.0001,1e-05,-0.00029,0.00022,-0.0003,0.00017,-0.00014,4
12616,13278,-8e-05,-0.0001,1e-05,-0.00029,0.00022,-0.0003,0.00017,-0.00014,4
12617,13279,-8e-05,-0.0001,1e-05,-0.00029,0.00022,-0.0003,0.00017,-0.00014,4
12618,13280,-8e-05,-0.0001,1e-05,-0.00029,0.00022,-0.0003,0.00017,-0.00014,4
12619,13281,-8e-05,-0.0001,1e-05,-0.00029,0.00022,-0.0003,0.00017,-0.00014,4
12620,13282,-8e-05,-0.0001,1e-05,-0.00029,0.00022,-0.0003,0.00017,-0.00014,4
12621,13283,-8e-05,-0.0001,1e-05,-0.00029,0.00022,-0.0003,0.00017,-0.00014,4
12622,13284,-8e-05,-0.0001,1e-05,-0.00029,0.00022,-0.0003,0.00017,-0.00014,4
12623,13285,-8e-05,-0.0001,1e-05,-0.00029,0.00022,-0.0003,0.00017,-0.00014,4
12624,13286,-8e-05,-0.0001,1e-05,-0.00029,0.00022,-0.0003,0.00017,-0.00014,4
12625,13288,-8e-05,-0.0001,1e-05,-0.00029,0.00022,-0.0003,0.00017,-0.00014,4
12626,13289,-8e-05,-0.0001,1e-05,-0.00029,0.00022,-0.0003,0.00017,-0.00014,4
12627,13290,-8e-05,-0.0001,1e-05,-0.00029,0.00022,-0.0003,0.00017,-0.00014,4
12628,13291,-8e-05,-0.0001,1e-05,-0.00029,0.00022,-0.0003,0.00017,-0.00014,4
12629,13292,-8e-05,-0.0001,1e-05,-0.00029,0.00022,-0.0003,0.00017,-0.00014,4
